"HorseName","Birthday","Father","Mother","MotherFather","MotherMother","Sex","CoatColor","HorseNameMeaning","HorseOwner","Trainer","ProductionRanch","Origin"
"オースミベリル","2014-03-30 00:00:00","ダイワメジャー","ティティカカ","クロフネ","キクノトップレディ","牡","栗毛　","冠名＋宝石名","(株)オースミ","荒川義之(栗東)","鮫川啓一","浦河町"
"スマートギャツビー","2015-03-28 00:00:00","スマートロビン","スマートブライト","アグネスタキオン","アサヒブライト","せん","鹿毛　","冠名＋映画名より","大川徹","寺島良(栗東)","坂本智広","新ひだか町"
"ブレイクスピアー","2015-04-11 00:00:00","ブラックタイド","コスモカラット","スキャン","エクセレンス","牡","青鹿毛","砕く、壊す、そして刺す","前田葉子","長谷川浩大(栗東)","田中裕之","新ひだか町"
"ライブリシュネル","2010-03-30 00:00:00","アドマイヤコジーン","ローズウッド","ホワイトマズル","ラウレルシーダー","牡","鹿毛　","冠名＋速い（独）","加藤哲郎","森田直行(栗東)","岡田スタツド","新ひだか町"
"ドラゴンバローズ","2012-02-08 00:00:00","キングカメハメハ","ポーリッシュピンク","Polish Precedent","Ring Pink","せん","栗毛　","竜＋冠名","猪熊広次","渡辺薫彦(栗東)","ヒサイファーム","新ひだか町"
"オトメザミッキー","2016-02-29 00:00:00","ブラックタイド","ベストフューチャー","ロージズインメイ","オリミツキネン","牝","青鹿毛","馬主の星座より＋冠名","三木久史","長谷川浩大(栗東)","佐藤牧場","新冠町"
"サウンドバレット","2016-04-13 00:00:00","ハーツクライ","モスコーバーニング","Moscow Ballet","Burning Desire","せん","黒鹿毛","冠名＋母父名の一部","増田雄一","高橋康之(栗東)","社台ファーム","千歳市"
"ローザジルベルト","2016-03-16 00:00:00","ワークフォース","ローズバド","サンデーサイレンス","ロゼカラー","牡","鹿毛　","薔薇（伊）＋「誓い」の意味を持つ人名より","(有)サンデーレーシング","橋口慎介(栗東)","ノーザンファーム","安平町"
"サンライズヴュー","2016-03-13 00:00:00","マンハッタンカフェ","ミッドナイトソプラノ","Celtic Swing","Midnight Glimmer","牡","青鹿毛","冠名＋景色、眺め","松岡隆雄","石坂正(栗東)","栄進牧場","浦河町"
"ジェットモーション","2016-05-22 00:00:00","ハーツクライ","トップモーション","シンボリクリスエス","プロモーション","せん","黒鹿毛","アメリカンフットボールのランプレーの一つ。母名より連想","(株)Ｇ１レーシング","藤岡健一(栗東)","ノーザンファーム","安平町"
"ディバインフォース","2016-04-05 00:00:00","ワークフォース","ツクバビューティ","ゼンノロブロイ","エスユーエフシー","牡","鹿毛　","神聖な力","吉田晴哉","寺島良(栗東)","追分ファーム","安平町"
"ジューンデイズ","2016-04-24 00:00:00","ローレルゲレイロ","ライヴリーデイズ","ブライアンズタイム","トランクイルデイズ","牝","青鹿毛","冠名＋日々","吉川潤","湯窪幸雄(栗東)","スウィングフィールド牧場","日高町"
"タガノジャイアント","2016-03-31 00:00:00","ワークフォース","エイシンラトゥナ","Exchange Rate","Queen's Play","牡","鹿毛　","冠名＋巨大","八木良司","中尾秀正(栗東)","栄進牧場","浦河町"
"エイシンホープ","2016-04-27 00:00:00","グランプリボス","エーシントゥーゴー","Gone West","Tennessee Girl","牝","栗毛　","冠名＋希望の的","(株)栄進堂","西園正都(栗東)","栄進牧場","浦河町"
"ゾロ","2016-02-22 00:00:00","English Channel","ジュエルボックス2","Pivotal","Birthstone","牡","栗毛　","牡キツネ（西）。本馬誕生後に牡キツネと奇妙な出来事に遭遇したので","北山敏隆","坂口智康(栗東)","ヒダカフアーム","浦河町"
"ジュルビアン","2016-04-13 00:00:00","ルーラーシップ","アウトシャイン","ネオユニヴァース","レディブラッサム","牝","黒鹿毛","私は戻ってくる（仏）","(株)ロードホースクラブ","野中賢二(栗東)","ケイアイファーム","新ひだか町"
"ディオーネプリンス","2016-05-19 00:00:00","ロジユニヴァース","シルクアワード","スピニングワールド","イクスプロアー","牡","鹿毛　","ギリシャ神話の天空の女神ディオーネの王子","齊藤雅志","森田直行(栗東)","石田牧場","新冠町"
"アスターブリザード","2016-02-28 00:00:00","エイシンフラッシュ","ボーテビューティ","マンハッタンカフェ","シアトルビューティ","牡","鹿毛　","冠名＋吹雪","加藤久枝","湯窪幸雄(栗東)","ガーベラパークスタツド","浦河町"
"グランジェット","2016-05-14 00:00:00","エイシンフラッシュ","メイケイキララ","タイキシャトル","トップペンダント","牡","鹿毛　","冠名＋ジェット機","間宮秀直","佐々木晶三(栗東)","猪野毛牧場","新ひだか町"
"ローゼンリッター","2016-04-05 00:00:00","ハーツクライ","キーブギー","Lyphard","Key Dancer","牡","栗毛　","薔薇の騎士（独）","(株)ラ・メール","矢作芳人(栗東)","飛野牧場","新ひだか町"
"ナリタムソウ","2016-04-06 00:00:00","ルーラーシップ","ゴールドグレース","エリシオ","グレースウーマン","牡","鹿毛　","冠名＋無双","(株)オースミ","藤沢則雄(栗東)","鮫川啓一","浦河町"
"レンジャーガール","2016-02-13 00:00:00","ハービンジャー","サンキューアスク","シンボリクリスエス","フューチャサンデー","牝","鹿毛　","特殊部隊の＋少女","戸賀智子","河内洋(栗東)","ＳｈａｌｌＦａｒｍ","日高町"
"レッドジェニファー","2016-04-07 00:00:00","スクリーンヒーロー","ライラッククイーン","Law Society","Lilac Dance","牝","栗毛　","冠名＋人名より。父名より連想","(株)東京ホースレーシング","大久保龍志(栗東)","社台ファーム","千歳市"
"ランランウイング","2016-03-19 00:00:00","アイルハヴアナザー","タキオンコウショウ","アグネスタキオン","ウイングドキャット","牝","黒鹿毛","爛々＋母母名より","(有)髙昭牧場","今野貞一(栗東)","高昭牧場","浦河町"
"アークロイヤル","2016-03-25 00:00:00","ハービンジャー","オメガエンブレム","ウォーエンブレム","オメガグレイス","牝","栗毛　","イギリスの空母の名","原禮子","今野貞一(栗東)","社台ファーム","千歳市"
"アモレッタ","2016-04-11 00:00:00","ディープインパクト","オペラクローク","Cape Cross","Opera Comique","牝","鹿毛　","オペラの登場人物名","ゴドルフィン","藤原英昭(栗東)","ダーレー・ジャパン・ファーム(有)","日高町"
"シュライエンシチー","2014-05-12 00:00:00","クロフネ","ザフラッツ","Giant's Causeway","Walker's Gal","牡","鹿毛　","叫ぶ（独）＋冠名","(株)友駿ホースクラブ","西園正都(栗東)","飛野牧場","新ひだか町"
"パワーアッシュ","2015-04-20 00:00:00","シニスターミニスター","マヤフィオーレ","バブルガムフェロー","スーパーアフリート","牡","栗毛　","冠名＋Ｈ（仏）。代表者のイニシャルより","(有)まの","大橋勇樹(栗東)","高山博","日高町"
"ハルメキ","2015-03-08 00:00:00","ヴァーミリアン","ハルサンサン","サウスヴィグラス","ハルワカ","牝","黒鹿毛","春らしい気配が感じられること。桜の品種名","(株)ヒダカ・ブリーダーズ・ユニオン","深山雅史(美浦)","三村卓也","新冠町"
"リリーメーカー","2014-04-17 00:00:00","エンパイアメーカー","ハナイチリン","ボストンハーバー","リンデンリリー","牝","鹿毛　","母母名の一部＋父名の一部","阿部榮乃進","長谷川浩大(栗東)","阿部栄乃進","厚真町"
"ホイールバーニング","2013-05-04 00:00:00","ヴィクトワールピサ","ピサノグレース","フレンチデピュティ","ブルックリンハイツ","牡","栗毛　","曲名より","市川義美ホールディングス(株)","牧田和弥(栗東)","フジワラフアーム","新ひだか町"
"アストロノーティカ","2014-03-28 00:00:00","ネオユニヴァース","シェルシーカー","Machiavellian","Wilayif","牡","鹿毛　","宇宙航行学（西）","ゴドルフィン","角田晃一(栗東)","ダーレー・ジャパン・ファーム(有)","日高町"
"アイファーヴリル","2013-03-18 00:00:00","ヴリル","マグノリア","サツカーボーイ","ストロングレイス","牡","栗毛　","冠名＋父名","中島稔","服部利之(栗東)","野表篤夫","新ひだか町"
"サクラアリュール","2015-03-27 00:00:00","ゴールドアリュール","シロガネーゼカフェ","Gulch","Wajna","牡","栗毛　","冠名＋父名の一部","(株)さくらコマース","村山明(栗東)","谷岡牧場","新ひだか町"
"スワーヴアラミス","2015-03-26 00:00:00","ハーツクライ","ベイトゥベイ","Sligo Bay","Bala","牡","鹿毛　","冠名＋物語の登場人物名より","(株)ＮＩＣＫＳ","須貝尚介(栗東)","（有）社台コーポレーション白老ファーム","白老町"
"ノーウェイ","2015-02-22 00:00:00","ヘニーヒューズ","メルヴェイユーズ","エルコンドルパサー","ノースフライト","牡","鹿毛　","凄い","宮川純造","高橋義忠(栗東)","富田牧場","浦河町"
"サンライズウィズ","2013-03-27 00:00:00","サンライズペガサス","フォローミー","クロフネ","トシザダンサー","牡","鹿毛　","冠名＋一緒に","松岡隆雄","河内洋(栗東)","浦河小林牧場","浦河町"
"クリノヒビキ","2015-05-23 00:00:00","バンブーエール","ブリトン","サクラローレル","スイートバンブー","せん","栗毛　","冠名＋響","栗本博晴","湯窪幸雄(栗東)","バンブー牧場","浦河町"
"エオリア","2014-03-31 00:00:00","ストリートセンス","スタリア","アルカセット","ダイアゴネル","牝","鹿毛　","イタリアの諸島の名称","ゴドルフィン","角田晃一(栗東)","ダーレー・ジャパン・ファーム(有)","日高町"
"リテラルフォース","2014-04-29 00:00:00","ホワイトマズル","アブソルートライン","ダンスインザダーク","ヒドゥンダンス","牡","黒鹿毛","文字通り＋強さ","村上稔","高柳大輔(栗東)","ユートピア牧場","登別市"
"ロードゴラッソ","2015-05-16 00:00:00","ハーツクライ","サッカーマム","Kingmambo","Traverse City","牡","青毛　","冠名＋素晴らしいゴール（西）","(株)ロードホースクラブ","藤岡健一(栗東)","ケイアイファーム","新ひだか町"
"ルタンブル","2016-02-24 00:00:00","エイシンフラッシュ","コスモライセンス","アグネスタキオン","キャリアコレクション","牝","黒鹿毛","切手（仏）","杉浦和也","寺島良(栗東)","竹島幸治","日高町"
"ショウリュウイクゾ","2016-02-11 00:00:00","オルフェーヴル","ショウリュウムーン","キングカメハメハ","ムーンザドリーム","牡","栗毛　","冠名＋行くぞ","上田芳枝","佐々木晶三(栗東)","ノーザンファーム","安平町"
"アドマイヤジャスタ","2016-03-19 00:00:00","ジャスタウェイ","アドマイヤテレサ","エリシオ","ヒード","牡","鹿毛　","冠名＋父名より","近藤旬子","須貝尚介(栗東)","ノーザンファーム","安平町"
"サトノルークス","2016-03-11 00:00:00","ディープインパクト","リッスン","Sadler's Wells","Brigid","牡","鹿毛　","冠名＋光（ラテン語）","(株)サトミホースカンパニー","池江泰寿(栗東)","ノーザンファーム","安平町"
"トウショウピスト","2012-03-20 00:00:00","ヨハネスブルグ","シーイズトウショウ","サクラバクシンオー","ジェーントウショウ","牡","鹿毛　","冠名＋滑走路（仏）","トウショウ産業(株)","土田稔(美浦)","トウショウ産業(株)トウショウ牧場","新ひだか町"
"ダイメイフジ","2014-03-27 00:00:00","アグネスデジタル","ダイメイダーク","ダンスインザダーク","スノーペトレル","牡","鹿毛　","冠名＋富士","宮本昇","森田直行(栗東)","横井哲","日高町"
"リョーノテソーロ","2015-02-27 00:00:00","Justin Phillip","Town Belle","Speightstown","Clearly a Queen","牡","鹿毛　","人名より＋冠名","了德寺健二ホールディングス(株)","加藤士津八(美浦)","Ｈｉｇｈｌａｎｄ　Ｙａｒｄ，　ＬＬＣ","米"
"アドマイヤゴッド","2012-04-22 00:00:00","ハーツクライ","クレヴァリー","Danzig","Educated Risk","牡","鹿毛　","冠名＋神","近藤利一","須貝尚介(栗東)","ノーザンファーム","安平町"
"ヒルノデイバロー","2011-05-18 00:00:00","マンハッタンカフェ","デック","Go for Gin","Locate","牡","黒鹿毛","冠名＋人名より","(株)ヒルノ","昆貢(栗東)","カミイスタット","新冠町"
"タイムトリップ","2014-03-26 00:00:00","ロードアルティマ","ミルフォードスバル","ホークアタック","グリーンサムナー","牡","黒鹿毛","時間旅行","中村祐子","菊川正達(美浦)","鵜木唯義","浦河町"
"スターオブペルシャ","2013-03-02 00:00:00","ダイワメジャー","ターフローズ","Big Shuffle","Turfquelle","せん","栗毛　","バラの品種名","(有)社台レースホース","藤沢和雄(美浦)","社台ファーム","千歳市"
"ラインスピリット","2011-03-26 00:00:00","スウェプトオーヴァーボード","リボンストライプ","トニービン","パワフルレデイ","牡","黒鹿毛","冠名＋精神","大澤繁昌","松永昌博(栗東)","藤原牧場","新ひだか町"
"ミスターメロディ","2015-03-29 00:00:00","Scat Daddy","Trusty Lady","Deputy Minister","Klassy Kim","牡","鹿毛　","曲名","グリーンフィールズ(株)","藤原英昭(栗東)","Ｂｅｌｌ　Ｔｏｗｅｒ　Ｔｈｏｒｏｕｇｈｂｒｅｄｓ","米"
"ダイアナヘイロー","2013-05-05 00:00:00","キングヘイロー","ヤマカツセイレーン","グラスワンダー","ヤマカツサクラ","牝","黒鹿毛","曲名＋父名の一部","(株)駒秀","大根田裕之(栗東)","大西ファーム","浦河町"
"レッツゴードンキ","2012-04-06 00:00:00","キングカメハメハ","マルトク","マーベラスサンデー","エリットビーナス","牝","栗毛　","さあ進もう「ドンキホーテ」のように","廣崎利洋ＨＤ(株)","梅田智之(栗東)","清水牧場","平取町"
"スマートオーディン","2013-02-20 00:00:00","ダノンシャンティ","レディアップステージ","Alzao","She's The Tops","牡","黒鹿毛","冠名＋北欧神話の主神","大川徹","池江泰寿(栗東)","スカイビーチステーブル","新冠町"
"オーマイガイ","2013-03-22 00:00:00","パイロ","リスティアアスリー","スピニングワールド","エリモシユーテング","牡","栗毛　","愛しいぼくの息子","廣崎利洋","河内洋(栗東)","川上牧場","新冠町"
"ピースマーク","2011-03-09 00:00:00","ヨハネスブルグ","エリモハルカ","ナリタトップロード","エリモメロディー","牡","鹿毛　","平和のシンボルマーク","小林竜太郎","沖芳夫(栗東)","エクセルマネジメント","えりも町"
"デロングスター","2014-03-28 00:00:00","ヴィクトワールピサ","アイアムルビー","Saint Liam","Cativa","牝","栗毛　","アメリカ自然史博物館所蔵のデロングスタールビーより","(有)社台レースホース","野中賢二(栗東)","社台ファーム","千歳市"
"リスペクタブル","2015-01-31 00:00:00","スズカマンボ","ルネッサンスファウンド","Silver Deputy","Go First Class","牡","鹿毛　","曲名。品行方正","(有)グランド牧場","橋田満(栗東)","グランド牧場","新ひだか町"
"ラブリーイレブン","2015-02-16 00:00:00","タイムパラドックス","カノヤザミラクル","ダンスインザダーク","ウッドマンズシック","牝","栗毛　","美しい＋冠名","吉野加壽代","坂口智康(栗東)","浜本牧場","日高町"
"バスカヴィル","2014-03-04 00:00:00","Bernardini","Divalarious","Distorted Humor","Alidiva","牡","鹿毛　","人名より","ゴドルフィン","加藤征弘(美浦)","Ｔｅｎｔｈ　Ｓｔｒｅｅｔ　Ｓｔａｂｌｅｓ，　ＬＬＣ　＆　Ｄａｒｌｅｙ","米"
"フュージョンロック","2014-02-02 00:00:00","ステイゴールド","シャピーラ","Kornado","Semplice","牡","栗毛　","フュージョンとロックが融合した音楽","金子真人ホールディングス(株)","須貝尚介(栗東)","社台ファーム","千歳市"
"ニシノケイガン","2016-04-14 00:00:00","キングズベスト","バラッドローズ","Sky Mesa","Darling My Darling","牡","鹿毛　","冠名＋炯眼","西山茂行","宮本博(栗東)","村上欽哉","新冠町"
"シゲルレッドダイヤ","2016-05-05 00:00:00","ロードカナロア","クラッシーシャーロット","A.P. Indy","Classy Mirage","牡","鹿毛　","冠名＋宝石名","森中蕃","和田勇介(美浦)","上村清志","新ひだか町"
"ネオシーナ","2016-04-15 00:00:00","ワークフォース","ライムライト2","Dalakhani","Last Second","せん","黒鹿毛","新しい（ギリシャ語）＋馬主名より","椎名節","渡辺薫彦(栗東)","社台ファーム","千歳市"
"マコトネネキリマル","2016-04-17 00:00:00","マコトスパルビエロ","マコトジョワイユー","フジキセキ","マコトコーラン","牡","鹿毛　","冠名＋祢々切丸。日本最大の大太刀","(株)ディアマント","鮫島一歩(栗東)","出口繁夫","様似町"
"セイウンスクープ","2016-05-07 00:00:00","リーチザクラウン","トーハルミツル","ジェネラス","アルサルディ","牡","黒鹿毛","冠名＋どのライバルよりも早く情報を報じる様子","西山茂行","吉村圭司(栗東)","中央牧場","新冠町"
"デスティニープラン","2016-04-11 00:00:00","サウスヴィグラス","ラクスクライン","ステイゴールド","ニシノティアラ","牡","栗毛　","決められた未来","三宅勝俊","杉山晴紀(栗東)","カナイシスタッド","浦河町"
"エーティーキンセイ","2016-04-20 00:00:00","キンシャサノキセキ","フォーマルアプローバル","Kingmambo","Eloquent Minister","牡","鹿毛　","冠名＋金星","荒木徹","湯窪幸雄(栗東)","川島牧場","新冠町"
"ゴッドイーサン","2016-04-11 00:00:00","ヘニーヒューズ","ゴッドダンシング","ダンスインザダーク","ゴッドインチーフ","牡","鹿毛　","冠名＋人名より","中西憲治","角田晃一(栗東)","森永聡","新冠町"
"ブラックハーデス","2016-02-26 00:00:00","スクリーンヒーロー","イルミナティ","メイショウサムソン","エヌティミラクル","牡","青毛　","黒＋ギリシャ神話の冥府の神。闇黒の冥府の神","ＨｉｍＲｏｃｋＲａｃｉｎｇホールディングス(株)","西浦勝一(栗東)","ディアレストクラブ","浦河町"
"スキッピングロック","2016-04-04 00:00:00","ジャスタウェイ","アイルビーバウンド","タニノギムレット","バウンドトゥダンス","牡","鹿毛　","跳ねる石。石を水面で跳ねさせる遊び、水切り","(有)サンデーレーシング","浅見秀一(栗東)","ノーザンファーム","安平町"
"ゲンパチルシファー","2016-03-30 00:00:00","トゥザグローリー","ラブリイステラ","クロフネ","タイキステラ","牡","鹿毛　","冠名＋明けの明星（ラテン語）","平野武志","佐々木晶三(栗東)","カナイシスタッド","浦河町"
"アノ","2016-03-10 00:00:00","フレンチデピュティ","ミコノス","With Approval","リベラノ","牡","栗毛　","上（ギリシャ語）。ミコノス島の風車小屋の丘アノミリより","武田茂男","鈴木孝志(栗東)","中神牧場","浦河町"
"ライクアジャーニー","2015-03-04 00:00:00","ドリームジャーニー","カホマックス","クロフネ","ジョリブロンド","牝","鹿毛　","「人生は旅のようなもの」より","大塚亮一","吉村圭司(栗東)","杵臼牧場","浦河町"
"カクカクシカジーカ","2015-03-23 00:00:00","スウェプトオーヴァーボード","ベルモントピノコ","アジュディケーティング","スターリーナイト","牝","芦毛　","斯く斯く然然より","芳賀克也","中野栄治(美浦)","岡田牧場","新ひだか町"
"タイセイパルフェ","2015-03-31 00:00:00","ロードカナロア","マイネハッピー","ブライアンズタイム","コスモフォーチュン","牝","黒鹿毛","冠名＋完璧（仏）","田中成奉","池上昌和(美浦)","上水牧場","むかわ町"
"ラガーユミリン","2014-03-08 00:00:00","フレンチデピュティ","タルゴナイト","サンデーサイレンス","ウインドフレスカ","牝","鹿毛　","冠名＋人名愛称","奥村啓二","池添兼雄(栗東)","若林順一","日高町"
"レンレン","2014-03-18 00:00:00","トビーズコーナー","ボーアンドベッグ","ゴールドアリュール","モンタファイン","牝","栗毛　","人名より。連に何度も絡むように願いを込めて","石川幸司","牧浦充徳(栗東)","徳本幸雄","新ひだか町"
"サトノレーヌ","2014-02-20 00:00:00","キングカメハメハ","シンシアー","サンデーサイレンス","ソウスマッグ","牝","黒鹿毛","冠名＋王妃（仏）","(株)サトミホースカンパニー","高橋康之(栗東)","下河辺牧場","日高町"
"ポートナイトサイト","2015-04-02 00:00:00","ダノンシャンティ","ルックアミリオン","フレンチデピュティ","ファストフレンド","牝","栗毛　","港の夜景。母名から香港の１００万ドルの夜景を連想","ライオンレースホース(株)","伊藤大士(美浦)","三嶋牧場","浦河町"
"チャンスウィルカム","2016-05-27 00:00:00","ダンカーク","チェンジユアセルフ","Giant's Causeway","Million Gift","牝","栗毛　","チャンスは訪れる","飯田正剛","佐々木晶三(栗東)","千代田牧場","新ひだか町"
"ニシノバモス","2016-03-23 00:00:00","ノヴェリスト","ニシノテキーラ","マンハッタンカフェ","リーヴザマーク","牡","栗毛　","冠名＋さあ行こう（西）","西山茂行","浅見秀一(栗東)","村上欽哉","新冠町"
"レイナアブソルータ","2016-05-31 00:00:00","ダノンバラード","バトルレジナ","キングカメハメハ","クリスティーナサンチェス","牝","芦毛　","絶対的女王（西）","岡田牧雄","天間昭一(美浦)","沖田忠幸","新ひだか町"
"ハッピービギニング","2016-05-13 00:00:00","パドトロワ","イケタイトル","ヤマニンゼファー","マルタイトル","牝","青鹿毛","幸福のはじまり","鹽田久義","南田美知雄(美浦)","森俊雄","新ひだか町"
"ブラーミスト","2016-03-18 00:00:00","スマイルジャック","ラブインザミスト","ルールオブロー","スノーインサマー","牝","黒鹿毛","カクテルの一種。父父名、母名より連想","加藤徹","小桧山悟(美浦)","三好牧場","浦河町"
"トウケイストーム","2016-04-22 00:00:00","スクリーンヒーロー","サンダークラップ","アフリート","ピールオブサンダー","牝","栗毛　","冠名＋嵐","木村信彦","池添兼雄(栗東)","村上牧場","新冠町"
"オトリコミチュウ","2016-02-20 00:00:00","ブラックタイド","ゴールドヴァレー","ブライアンズタイム","プレイガール","牝","青鹿毛","平時とは異なる様子でばたばたしているさま","内田玄祥","奥平雅士(美浦)","飛野牧場","新ひだか町"
"アラブルテーラー","2016-03-13 00:00:00","ベルシャザール","リュクス","Fasliyev","スターベゴニア","牡","青鹿毛","荒ぶる＋冠名","中西浩一","坂口智康(栗東)","ハシモトフアーム","新冠町"
"クリノカリビアン","2016-04-14 00:00:00","ジャングルポケット","クリノスレンダー","タヤスツヨシ","ポーラーフライト","牝","鹿毛　","冠名＋カリブ海より","栗本博晴","高橋義博(美浦)","上井農場","新冠町"
"ドナカルモ","2016-04-29 00:00:00","メイショウボーラー","メイショウオスカル","フジキセキ","メイショウヤヨイ","牝","鹿毛　","冠名＋穏やか、温厚（伊）","山田貢一","本間忍(美浦)","日西牧場","日高町"
"ナンヨーシンゲツ","2016-03-16 00:00:00","キングズベスト","ナンヨーサフラウア","アグネスタキオン","フサイチハッスル","牡","黒鹿毛","冠名＋新月","中村德也","杉浦宏昭(美浦)","三好牧場","浦河町"
"トーセンジンライム","2016-03-21 00:00:00","ローレルゲレイロ","エルフィンパーク","タニノギムレット","エルフィンフェザー","牡","青毛　","冠名＋カクテル名より","島川隆哉","古賀史生(美浦)","競優牧場","新冠町"
"ミスアニバーサリー","2016-04-23 00:00:00","アイルハヴアナザー","タイセイエトワール","トニービン","エンスラーリング","牝","黒鹿毛","女性＋記念日","平田修","清水久詞(栗東)","ヤナガワ牧場","日高町"
"ニシノドレッシー","2016-04-14 00:00:00","リーチザクラウン","プレシャスエルフ","コロナドズクエスト","プレシャスフラワー","牝","鹿毛　","冠名＋華やかな、優美な","西山茂行","的場均(美浦)","日西牧場","日高町"
"レークサイド","2016-02-24 00:00:00","ルーラーシップ","アイアムノココロ","フジキセキ","コマーサント","牡","鹿毛　","湖畔","本間茂","鮫島一歩(栗東)","上水牧場","むかわ町"
"マッシブアプローズ","2016-04-19 00:00:00","キングヘイロー","キョウワキララ","タップダンスシチー","キョウワエンプレス","牡","鹿毛　","盛大な拍手","小林竜太郎","松永康利(美浦)","協和牧場","新冠町"
"ミントフレッシュ","2016-02-07 00:00:00","War Front","Minorette","Smart Strike","Silk And Scarlet","牝","鹿毛　","ミント＋新鮮な","吉田千津","音無秀孝(栗東)","Ｓｈａｄａｉ　Ｆａｒｍ","米"
"トップウイナー","2016-04-22 00:00:00","バゴ","トップアクトレス","テイエムオペラオー","トップジョリー","牡","栗毛　","冠名＋勝利者","(有)宮内牧場","鈴木孝志(栗東)","宮内牧場","浦河町"
"ハードエイム","2016-04-15 00:00:00","ケープブランコ","スペリオルダンサー","アグネスタキオン","スペリオルパール","牡","栗毛　","しっかりした＋狙い","新井衛","小桧山悟(美浦)","広富牧場","日高町"
"マレキアーレ","2016-04-19 00:00:00","Pioneerof the Nile","K. D.'s Shady Lady","Maria's Mon","Annie's Apple","牝","鹿毛　","曲名","吉田和美","池添学(栗東)","Ｄｉｘｉａｎａ　Ｆａｒｍｓ　ＬＬＣ","米"
"ウラカワノオト","2016-05-23 00:00:00","ディープインパクト","ユニバーサル","ブライアンズタイム","エリモエクセル","牡","鹿毛　","浦河を発信する音（Ｎｏｔｅ）がこの馬の勝利の足音から始まるように","(株)京都ホースレーシング","奥村武(美浦)","様似渡辺牧場","様似町"
"モードフランス","2016-04-12 00:00:00","アサクサキングス","モテック","Last Tycoon","Sudaka","牝","黒鹿毛","フランス風のスタイル","吉田千津","武藤善則(美浦)","社台ファーム","千歳市"
"マイネルセリオン","2016-01-30 00:00:00","ジャスタウェイ","アイアイプリンセス","アフリート","ユーワジョイナー","牡","栗毛　","冠名＋大いなる獣（ギリシャ語）","(株)サラブレッドクラブ・ラフィアン","畠山吉宏(美浦)","石郷岡雅樹","新冠町"
"シルヴァーソニック","2016-03-22 00:00:00","オルフェーヴル","エアトゥーレ","トニービン","スキーパラダイス","牡","芦毛　","音速の銀","(有)社台レースホース","池江泰寿(栗東)","社台ファーム","千歳市"
"クインズシナモン","2016-06-12 00:00:00","ヘニーヒューズ","アンドモアアゲイン","Distorted Humor","It's Personal","牝","栗毛　","冠名＋色名","亀田和弘","西村真幸(栗東)","松田牧場","新ひだか町"
"ファインプレー","2016-02-04 00:00:00","パドトロワ","レッドピアノ","オレハマッテルゼ","レディーノパンチ","牝","鹿毛　","ファインプレー","小田切有一","本間忍(美浦)","木村牧場","浦河町"
"バンカーズギャル","2016-02-29 00:00:00","アドマイヤムーン","ルークラティブ","Seeking the Gold","Banker's Lady","牝","栗毛　","母母名の一部＋母母母名の一部","永井秀貴","高橋義忠(栗東)","石郷岡雅樹","新冠町"
"メイチャリティ","2016-04-24 00:00:00","ネオユニヴァース","メイフィールド","Tiger Hill","コムフレイ","牝","黒鹿毛","冠名＋人名より","千明牧場","岩戸孝樹(美浦)","千明牧場","浦河町"
"カガコルヴェヤ","2016-05-04 00:00:00","ゴールドアリュール","ザフラッツ","Giant's Causeway","Walker's Gal","牝","栗毛　","冠名＋母母母名","香川憲次","高市圭二(美浦)","飛野牧場","新ひだか町"
"グレーフィンソニア","2016-03-24 00:00:00","キンシャサノキセキ","エルクイーン","Tiznow","エキゾチックエレガンス","牝","黒鹿毛","薔薇の品種名","村上稔","本田優(栗東)","土田農場","新ひだか町"
"シュンカジョウ","2016-02-26 00:00:00","ロードカナロア","サトノティアラ","アグネスタキオン","スーア","牝","鹿毛　","春の花＋冠名","河内孝夫","藤岡健一(栗東)","社台ファーム","千歳市"
"アレーテス","2016-03-14 00:00:00","メイショウボーラー","エナジーブルー","アグネスタキオン","ヘヴンリーアドヴァイス","牝","黒鹿毛","イヤリング（西）","(有)フジワラ・ファーム","笹田和秀(栗東)","フジワラフアーム","新ひだか町"
"ニシノテンカラット","2016-01-28 00:00:00","オルフェーヴル","ショウナンカラット","ブライアンズタイム","ニュースヴァリュー","牝","黒鹿毛","冠名＋１０カラット。母名より連想","西山茂行","武市康男(美浦)","桑田牧場","浦河町"
"スカーヴァティ","2016-01-31 00:00:00","ロードカナロア","クッカーニャ","フジキセキ","ドリームスケイプ","牝","黒鹿毛","幸福のある所、極楽（サンスクリット）","(有)サンデーレーシング","西園正都(栗東)","ノーザンファーム","安平町"
"ダノンテアトロ","2015-02-27 00:00:00","オルフェーヴル","エルテアトロ","キングカメハメハ","ステラマドリッド","牡","鹿毛　","冠名＋母名の一部","(株)ダノックス","高橋康之(栗東)","ケイアイファーム","新ひだか町"
"メイショウハニー","2015-03-30 00:00:00","ネオユニヴァース","ピエナマーメイド","タイキシャトル","グリンパサー","牝","黒鹿毛","冠名＋蜂蜜","松本好雄","藤沢則雄(栗東)","まるとみ冨岡牧場","浦河町"
"ライブリテックス","2015-05-07 00:00:00","グラスワンダー","ヒダカビジン","フジキセキ","ミオツクシ","牡","青鹿毛","冠名＋人名より","加藤哲郎","湯窪幸雄(栗東)","早坂牧場","宮城県"
